S.No.,Question Text,Options,Answer,Explanation,Subject
82,"Consider the following pairs:

| Site | Well known for |

| 1. Besnagar | Shaivite cave shrine |

| 2. Bhaja | Buddhist cave shrine |

| 3. Sittanavasal | Jain cave shrine |

How many of the above pairs are correctly matched?","(a) Only one
(b) Only two
(c) All three
(d) None",B,"The direct answer: The correct answer is (b) as exactly two pairs (Pair 2 and 3) are correctly matched.
Pair 1 is incorrectly matched: Besnagar (located near Vidisha, Madhya Pradesh) is not known for a Shaivite cave shrine. Instead, it is highly celebrated for the Heliodorus Pillar (Garuda Dhvaja), erected around 113 BCE by a Greek ambassador. The pillar is dedicated to Lord Vasudeva, making it a landmark monument of early Vaishnavism .
Pair 2 is correctly matched: The Bhaja Caves are a group of 22 rock-cut caves dating back to the 2nd century BCE, located near Pune, Maharashtra. They are an exemplary site of early Hinayana Buddhist architecture, featuring prominent Chaityas and Viharas.
Pair 3 is correctly matched: Sittanavasal is a prominent rock-cut Jain cave monument located in the Pudukkottai district of Tamil Nadu. Dated to the 7th-9th century AD, it is renowned for its spectacular fresco paintings depicting a lotus pond, dancers, and animals, closely mirroring the artistic tradition of Ajanta",art-culture
83,"Consider the following statements: 

Statement-I: 7th August is declared as the National Handloom Day. 

Statement-II: It was in 1905 that the Swadeshi Movement was launched on the same day. 

Which one of the following is correct in respect of the above statements?","(a) Both Statement-I and Statement-II are correct and Statement-II is the correct explanation for Statement-I
(b) Both Statement-I and Statement-II are correct and Statement-II is not the correct explanation for Statement-I
(c) Statement-I is correct but Statement-II is incorrect
(d) Statement-I is incorrect but Statement-II is correct",A,"The direct answer: The correct answer is (a) because both statements are historically accurate, and Statement-II provides the exact rationale for the declaration in Statement-I.
Statement-I is correct: The Government of India, in 2015, officially declared August 7 as 'National Handloom Day' to honor the handloom weaving community and highlight the sector's contribution to the country's socioeconomic development.
Statement-II is correct and explains Statement-I: The specific date of August 7 was deliberately chosen to commemorate the formal launch of the Swadeshi Movement on this exact day in 1905 at the Calcutta Town Hall.
Core Historical Link: The Swadeshi movement was a direct response to Lord Curzon's partition of Bengal. Its primary economic strategy was the mass boycott of British imported goods (especially Manchester cloth) and the vigorous promotion of indigenous Indian industries, making the handloom and khadi sectors the ultimate symbols of anti-colonial resistance.",history
84,"Consider the following statements in respect of the National Flag
of India according to the Flag Code of India, 2002: 

Statement-I: One of the standard sizes of the National Flag of India is 600 mm x 400 mm.

Statement-II: The ratio of the length to the height (width) of the Flag shall be 3:2. 

Which one of the following is correct in respect of the above statements?","(a) Both Statement-I and Statement-II are correct and Statement-II is the correct explanation for Statement-I
(b) Both Statement-I and Statement-II are correct and Statement-II is not the correct explanation for Statement-I
(c) Statement-I is correct but Statement-II is incorrect
(d) Statement-I is incorrect but Statement-II is correct",D,"The direct answer: The correct answer is (d). Statement-I is an intentional logical trap and is factually incorrect, whereas Statement-II is correct.
Statement-I is incorrect: The Flag Code of India, 2002 explicitly prescribes nine exact standard sizes (in millimeters) for the National Flag (e.g., 6300x4200, 3600x2400, 900x600, 450x300, 150x100). Although 600 mm x 400 mm mathematically fits the 3:2 ratio, it is not one of the officially listed standard sizes in the statutory code.
Statement-II is correct: The Flag Code mandates that the National Flag shall be rectangular in shape, and the ratio of the length to the height (width) of the Flag must strictly be 3:2 .
Current Context: The Flag Code was heavily in the news during the 'Har Ghar Tiranga' campaign in 2022, prompting amendments that allowed the use of polyester and machine-made flags, and permitting flags to be flown day and night.",polity
85,"Consider the following statements in respect of the Constitution
Day: 

Statement-I: The Constitution Day is celebrated on 26th November
every year to promote constitutional values among citizens.


Statement-II: On 26th November, 1949, the Constituent Assembly of India
set up a Drafting Committee under the Chairmanship of Dr. B. R. Ambedkar
to prepare a Draft Constitution of India. 

Which one of the following is correct in respect of the above statements?","(a) Both Statement-I and Statement-II are correct and Statement-II is the correct explanation for Statement-I
(b) Both Statement-I and Statement-II are correct and Statement-II is not the correct explanation for Statement-I
(c) Statement-I is correct but Statement-II is incorrect
(d) Statement-I is incorrect but Statement-II is correct",C,"The direct answer: The correct answer is (c) as Statement-I is factually correct, while Statement-II contains a gross chronological error.
Statement-I is correct: In 2015, marking the 125th birth anniversary of Dr. B.R. Ambedkar, the Government of India officially notified November 26 as 'Constitution Day' (Samvidhan Divas) to promote constitutional values among citizens. (It was previously observed as National Law Day).
Statement-II is incorrect: The Drafting Committee of the Constituent Assembly, chaired by Dr. B.R. Ambedkar, was set up much earlier, on August 29, 1947 .
The real significance of Nov 26, 1949: It was on this specific date that the Constituent Assembly completed its monumental task and formally adopted and enacted the Constitution of India. The date marks the end of the drafting process, not the beginning of it.",polity
86,"Consider the following statements: 

Statement-I: Switzerland is one of the leading exporters of gold in terms of value. 

Statement-II: Switzerland has the second largest gold reserves in the world. 

Which one of the following is correct in respect of the above statements?","(a) Both Statement-I and Statement-II are correct and Statement-II is the correct explanation for Statement-I
(b) Both Statement-I and Statement-II are correct and Statement-II is not the correct explanation for Statement-I
(c) Statement-I is correct but Statement-II is incorrect
(d) Statement-I is incorrect but Statement-II is correct",C,"The direct answer: The correct answer is (c) as Statement-I is correct, but Statement-II is factually incorrect regarding global macroeconomic rankings.
Statement-I is correct: Switzerland is consistently the world's leading exporter of gold by value. Although it has almost no domestic gold mines, Switzerland is the global hub for gold refining and transit. It imports unrefined gold (doré) from mining countries, refines it to the highest purity, and exports it to major consuming markets like India and China.
Statement-II is incorrect: According to the World Gold Council, Switzerland does not hold the second-largest gold reserves. The ranking of official national gold reserves is:
United States (over 8,100 tonnes)
Germany (over 3,300 tonnes)
Italy
France
Switzerland ranks 7th globally with reserves of around 1,040 tonnes .",economy
87,"Consider the following statements: 

Statement-I: Recently, the United States of America (USA) and the European Union (EU) have launched
the 'Trade and Technology Council'. 

Statement-II: The USA and the EU claim that through this they are trying to bring technological progress
and physical productivity under their control. 

Which one of the following is correct in respect of the above statements?","(a) Both Statement-I and Statement-II are correct and Statement-II is the correct explanation for Statement-I
(b) Both Statement-I and Statement-II are correct and Statement-II is not the correct explanation for Statement-I
(c) Statement-I is correct but Statement-II is incorrect
(d) Statement-I is incorrect but Statement-II is correct",C,"The direct answer: The correct answer is (c) because Statement-I is a factual geopolitical development, while Statement-II grossly misrepresents their official diplomatic stance.
Statement-I is correct: The US-EU Trade and Technology Council (TTC) was established during the US-EU Summit in Brussels in June 2021. It serves as a major forum to coordinate approaches to key global trade, economic, and technology issues.
Statement-II is incorrect: No sovereign nations or blocs explicitly ""claim"" to bring global technological progress and physical productivity ""under their control."" Such monopolistic language goes against diplomatic norms.
The actual stated goals: The official joint statements of the TTC state that they aim to deepen transatlantic ties based on shared democratic values, coordinate standards for emerging technologies (like AI, 5G, and semiconductors), and counter non-market economic practices (a subtle, strategic alignment primarily aimed at countering China's growing tech dominance).",economy
88,"Consider the following statements: 

Statement-I: India accounts for 3.2% of global export of goods. 

Statement-II: Many local companies and some foreign companies operating in India have taken advantage of
India's 'Production-linked Incentive' scheme. 

Which one of the following is correct in respect of the above statements?","(a) Both Statement-I and Statement-II are correct and Statement-II is the correct explanation for Statement-I
(b) Both Statement-I and Statement-II are correct and Statement-II is not the correct explanation for Statement-I
(c) Statement-I is correct but Statement-II is incorrect
(d) Statement-I is incorrect but Statement-II is correct",D,"The direct answer: The correct answer is (d) because Statement-I overstates macroeconomic data, while Statement-II is a correct assessment of an ongoing industrial policy.
Statement-I is incorrect: According to WTO statistics and Economic Surveys, India's share in the global export of goods (merchandise) hovers around 1.8% to 2.0% . The figure 3.2% is grossly exaggerated for goods alone (even when combining goods and services exports, India's total share in global trade is around 2.5%).
Statement-II is correct: The Production-Linked Incentive (PLI) scheme was launched to boost domestic manufacturing and reduce import dependence across 14 key sectors (like electronics, pharmaceuticals, and automobiles). It has been highly successful in attracting participation from both major domestic firms (e.g., Tata Electronics, Reliance) and massive foreign multinationals operating in India (e.g., Apple's contract manufacturers like Foxconn and Pegatron, and Samsung).",economy
89,"Consider the following statements:

The 'Stability and Growth Pact' of the European Union is a treaty that

1. limits the levels of the budgetary deficit of the countries of the European Union

2. makes the countries of the European Union to share their infrastructure facilities

3. enables the countries of the European Union to share their technologies 

How many of the above statements are correct?\","(a) Only one\
(b) Only two\
(c) All three\
(d) None",A,"The direct answer: The correct answer is (a) because only Statement 1 accurately describes the pact.
Statement 1 is correct: The Stability and Growth Pact (SGP) is a set of fiscal rules designed to prevent countries in the European Union from spending beyond their means. It strictly limits the level of annual budgetary deficit to 3% of GDP and the total national debt to 60% of GDP. This ensures fiscal discipline within the Economic and Monetary Union (EMU).
Statements 2 and 3 are incorrect: The SGP has absolutely nothing to do with the mandatory sharing of infrastructure facilities or technological intellectual property among member states. It is purely a macroeconomic rulebook for government borrowing.",economy
90,"Consider the following statements:

1. Recently, all the countries of the United Nations have adopted the first-ever compact for international migration, the 'Global Compact for Safe, Orderly and Regular Migration (GCM)'.

2. The objectives and commitments stated in the GCM are binding on the UN member countries.

3. The GCM addresses internal migration or internally displaced people also in its objectives and commitments. 

How many of the above statements are correct?","(a) Only one\
(b) Only two\
(c) All three\
(d) None",D,"The direct answer: The correct answer is (d) as all three statements are incorrect.
Statement 1 is incorrect: The extreme keyword ""all"" makes this false. While a vast majority adopted the GCM in Marrakesh (2018), several prominent nations explicitly rejected and voted against it, most notably the United States, Hungary, Israel, Poland, and the Czech Republic, citing concerns over national sovereignty and border control.
Statement 2 is incorrect: The GCM is explicitly a cooperative framework and is strictly non-legally binding. It fosters international cooperation but expressly reaffirms the sovereign right of States to determine their own national migration policies.
Statement 3 is incorrect: The GCM is specifically designed to address international migration. It does not cover internal migration or Internally Displaced Persons (IDPs), who remain under the jurisdiction and legal frameworks of their own national governments.",polity
91,"With reference to Home Guards, consider the following
statements:

1. Home Guards are raised under the Home Guards Act and Rules of the Central Government.

2. The role of the Home Guards is to serve as an auxiliary force to the police in maintenance of internal security.

3. To prevent infiltration on the international border/coastal areas, the Border Wing Home Guards Battalions have been raised in some States. 

How many of the above statements are correct?\","(a) Only one\
(b) Only two\
(c) All three\
(d) None",B,"The direct answer: The correct answer is (b) as Statement 2 and Statement 3 are correct.
Statement 1 is incorrect: Home Guards are a voluntary force, first raised in India in December 1946. Because 'Police' and 'Public Order' are State subjects, Home Guards are raised under the respective State/UT Home Guards Acts and Rules, not under any overarching Central Government legislation.
Statement 2 is correct: The foundational mandate of the Home Guards is to serve as an auxiliary force to the State Police. They assist in maintaining internal security, managing law and order during elections or riots, and helping the community in emergencies like natural disasters.
Statement 3 is correct: Specific Border Wing Home Guards (BWHG) Battalions have indeed been raised in several border states (such as Punjab, Rajasthan, Gujarat, Meghalaya, Tripura, and Assam) specifically to serve as an auxiliary to the Border Security Force (BSF) in preventing infiltration and guarding the international borders.",geography
92,"With reference to India, consider the following pairs:

| Action | The Act under which it is covered |

| 1. Unauthorized wearing of police or military uniforms | The
Official Secrets Act, 1923 |

| 2. Knowingly misleading or otherwise interfering with a police
officer or military officer when engaged in their duties | The Indian
Evidence Act, 1872 |

| 3. Celebratory gunfire which can endanger the personal safety of
others | The Arms (Amendment) Act, 2019 |

How many of the above pairs are correctly matched?","(a) Only one
(b) Only two
(c) All three
(d) None",B,"The direct answer: The correct answer is (b) as exactly two pairs (Pair 1 and Pair 3) are correctly matched.
Pair 1 is correctly matched: Under Section 6 of the Official Secrets Act, 1923, the unauthorized wearing or possession of a naval, military, air force, or police uniform with the intent to deceive is a punishable offense.
Pair 2 is incorrectly matched: The Indian Evidence Act, 1872 only deals with the admissibility of evidence in courts. Knowingly misleading, obstructing, or interfering with a police or military officer engaged in guard, sentry, or patrol duty is also an offense strictly covered under Section 7 of the Official Secrets Act, 1923.
Pair 3 is correctly matched: To curb the menace of ""celebratory gunfire"" at weddings and public gatherings, the Parliament enacted the Arms (Amendment) Act, 2019. It inserted a new provision making celebratory gunfire that endangers human life or personal safety a specific statutory offense.",polity
93,"Consider the following pairs:

| Regions often mentioned in news | Reason for being in news
|

| 1. North Kivu and Ituri | War between Armenia and Azerbaijan
|

| 2. Nagorno-Karabakh | Insurgency in Mozambique |

| 3. Kherson and Zaporizhzhia | Dispute between Israel and Lebanon
|

How many of the above pairs are correctly matched?","(a) Only one
(b) Only two
(c) All three
(d) None",D,"The direct answer: The correct answer is (d) as none of the pairs are correctly matched. All locations have been mismatched with their corresponding conflicts.
Pair 1 is incorrectly matched: North Kivu and Ituri are restless eastern provinces of the Democratic Republic of Congo (DRC). They frequently feature in the news due to brutal insurgencies and clashes involving rebel groups like the M23 movement, not the Caucasus conflict.
Pair 2 is incorrectly matched: Nagorno-Karabakh is the flashpoint mountainous region at the heart of the intense, decades-long territorial war between Armenia and Azerbaijan. It has nothing to do with Mozambique (which has been facing an Islamist insurgency in Cabo Delgado).
Pair 3 is incorrectly matched: Kherson and Zaporizhzhia are heavily contested oblasts (regions) in Ukraine. They were front-and-center in global news following the 2022 Russian invasion, subsequent occupation, and Russia's illegal referendums to annex them. Zaporizhzhia is also home to Europe's largest nuclear power plant.",geography
94,"Consider the following statements:

Statement-I: Israel has established diplomatic relations with some Arab
States.

Statement-II: The 'Arab Peace Initiative' mediated by Saudi Arabia
was signed by Israel and Arab League.

Which one of the following is correct in respect of the above
statements?","(a) Both Statement-I and Statement-II are correct and Statement-II is the correct explanation for Statement-I
(b) Both Statement-I and Statement-II are correct and Statement-II is not the correct explanation for Statement-I
(c) Statement-I is correct but Statement-II is incorrect
(d) Statement-I is incorrect but Statement-II is correct",C,"The direct answer: The correct answer is (c) as Statement-I is a correct geopolitical fact, whereas Statement-II is historically false.
Statement-I is correct: In recent times, Israel has successfully normalized diplomatic relations with several prominent Arab nations (UAE, Bahrain, Morocco, and Sudan) through the US-brokered Abraham Accords in 2020. This is in addition to its historical peace treaties with Egypt (1979) and Jordan (1994).
Statement-II is incorrect: The 'Arab Peace Initiative' was indeed proposed by Saudi Arabia in 2002 and endorsed by the Arab League. It offered Israel normalization of relations in exchange for a full withdrawal from the occupied territories and a ""just settlement"" of the Palestinian refugee problem. However, it was never signed by Israel. Successive Israeli governments have rejected its core terms.",polity
95,"Consider the following pairs with regard to sports awards:

| | |

| 1. Major Dhyan Chand Khel Ratna Award | : For the most spectacular
and outstanding performance by a sportsperson over a period of last four
years |

| 2. Arjuna Award | : For the lifetime achievement by a sportsperson
|

| 3. Dronacharya Award | : To honour eminent coaches who have
successfully trained sportspersons or teams |

| 4. Rashtriya Khel Protsahan Puraskar | : To recognize the
contribution made by sportspersons even after their retirement
|

How many of the above pairs are correctly matched?","(a) Only one
(b) Only two
(c) Only three
(d) All four",B,"The direct answer: The correct answer is (b) as exactly two pairs (Pair 1 and Pair 3) are matched accurately.
Pair 1 is correctly matched: The Major Dhyan Chand Khel Ratna Award is the highest sporting honor in India. The primary criteria is indeed the most spectacular and outstanding performance in the field of sports over a period of four years immediately preceding the year during which the award is to be given.
Pair 2 is incorrectly matched: The Arjuna Award is NOT for lifetime achievement. It is given to active sportspersons for consistent good performance over the previous four years at the international level. (The award specifically for lifetime achievement is the Dhyan Chand Award for Lifetime Achievement in Sports and Games).
Pair 3 is correctly matched: The Dronacharya Award is the highest sports coaching honor in the Republic of India, awarded to eminent coaches who have successfully trained medal-winning athletes.
Pair 4 is incorrectly matched: The Rashtriya Khel Protsahan Puraskar is NOT aimed at retired sportspersons. It is awarded to corporate entities (both in private and public sector), Sports Control Boards, NGOs, and state/national level sports bodies that have played a visible role in the area of sports promotion and development.",geography
96,"Consider the following statements in respect of the 44th Chess
Olympiad, 2022:

1. It was the first time that Chess Olympiad was held in India.

2. The official mascot was named 'Thambi'.

3. The trophy for the winning team in the open section is the Vera Menchik Cup.

4. The trophy for the winning team in the women's section is the Hamilton-Russell Cup. 

How many of the statements given above are correct?","(a) Only one\
(b) Only two\
(c) Only three\
(d) All four",B,"The direct answer: The correct answer is (b) as exactly two statements (Statement 1 and 2) are correct.
Statement 1 is correct: The 44th FIDE Chess Olympiad was hosted in Mamallapuram (near Chennai), India in July-August 2022. Despite India's rich history as the birthplace of chess (Chaturanga), this was the historic first time the country hosted the Olympiad.
Statement 2 is correct: The official mascot for the event was uniquely named 'Thambi' (meaning younger brother in Tamil). It was an anthropomorphic chess knight dressed in the traditional Tamil attire of a white shirt and veshti.
Statements 3 and 4 are incorrect: The trophies have been deliberately swapped in the statements.
The winning team in the Open section receives the Hamilton-Russell Cup.
The winning team in the Women's section receives the Vera Menchik Cup, named in honor of the first Women's World Chess Champion.",art-culture
97,"Consider the following pairs:

| Area of conflict mentioned in news | Country where it is located
|

| 1. Donbas | : Syria |

| 2. Kachin | : Ethiopia |

| 3. Tigray | : North Yemen |

How many of the above pairs are correctly matched?","(a) Only one
(b) Only two
(c) All three
(d) None",D,"The direct answer: The correct answer is (d) because none of the conflict zones match their respective countries.
Pair 1 is incorrectly matched: The Donbas region is located in eastern Ukraine, not Syria. It comprises the Donetsk and Luhansk oblasts and has been the epicenter of the devastating conflict between Ukraine and Russian forces since 2014.
Pair 2 is incorrectly matched: Kachin state is located in northern Myanmar, not Ethiopia. It is well-known for the long-standing armed conflict between the Myanmar military junta and the Kachin Independence Army (KIA) ethnic insurgent group.
Pair 3 is incorrectly matched: Tigray is the northernmost regional state of Ethiopia, not North Yemen. It was the theater of the bloody Tigray War (2020-2022) between the Ethiopian federal government and the Tigray People's Liberation Front (TPLF), which resulted in a massive humanitarian crisis.",polity
98,"In the recent years Chad, Guinea, Mali and Sudan caught the
international attention for which one of the following reasons common to
all of them?","(a) Discovery of rich deposits of rare earth elements
(b) Establishment of Chinese military bases
(c) Southward expansion of Sahara Desert
(d) Successful coups",D,"The direct answer: The correct answer is (d), Successful coups.
Geopolitical Context: The African continent, particularly the ""coup belt"" traversing the Sahel region , experienced a dramatic resurgence of military takeovers between 2020 and 2022, severely threatening democratic transitions.
The Common Link:
Mali witnessed consecutive successful military coups in August 2020 and May 2021.
Chad experienced an unconstitutional military takeover by the army in April 2021 following the death of President Idriss Déby.
Guinea saw its elected president ousted by special forces in a successful coup in September 2021.
Sudan suffered a major setback to its democratic transition when the military led a successful coup in October 2021, arresting civilian leaders.
Therefore, the defining commonality that drew intense international scrutiny, sanctions, and suspensions from the African Union for all these nations was successful military coups d'état.",polity
99,"Consider the following heavy industries:

1. Fertilizer plants

2. Oil refineries

3. Steel plants 

Green hydrogen is expected to play a significant role in decarbonizing how many of the above industries?","(a) Only one
(b) Only two
(c) All three
(d) None",C,"The direct answer: The correct answer is (c) as all three of these ""hard-to-abate"" heavy industries are the primary targets for decarbonization via Green Hydrogen.
Core Concept: Green hydrogen is produced by splitting water using renewable energy, emitting zero greenhouse gases. Currently, these three industries rely heavily on ""Grey Hydrogen"" (derived from natural gas) or highly polluting coal.
1. Fertilizer plants: The production of Ammonia (\), the critical building block for synthetic nitrogen fertilizers, relies entirely on hydrogen. Replacing natural-gas-derived grey hydrogen with green hydrogen produces ""Green Ammonia,"" drastically cutting the sector's carbon footprint.
2. Oil refineries: Refineries are currently the largest consumers of hydrogen globally, using it to remove sulfur from crude oil (hydrodesulfurization). Substituting this with green hydrogen offers immediate and massive decarbonization benefits.
3. Steel plants: Traditional steelmaking uses coal/coke to reduce iron ore in blast furnaces, emitting massive amounts of \. Green hydrogen can cleanly replace coal as the reducing agent in the Direct Reduced Iron (DRI) process, releasing pure water instead of \.",economy
100,"Consider the following statements about G-20:

1. The G-20 group was originally established as a platform for the Finance Ministers and Central Bank Governors to discuss the international economic and financial issues.

2. Digital public infrastructure is one of India's G-20 priorities. 

Which of the statements given above is/are correct?","(a) 1 only
(b) 2 only
(c) Both 1 and 2
(d) Neither 1 nor 2",C,"The direct answer: The correct answer is (c) as both statements are factually correct.
Statement 1 is correct: The Group of Twenty (G20) was founded in 1999 as a direct response to the Asian financial crises of the late 1990s. Recognizing that major emerging market economies were not adequately represented in global economic governance, it was initially conceived strictly as an informal forum for Finance Ministers and Central Bank Governors to discuss international macroeconomic and financial stability. It was only upgraded to the level of Heads of State/Government later, in response to the 2008 global financial crisis.
Statement 2 is correct: During India's momentous G20 Presidency in 2023, the promotion of Digital Public Infrastructure (DPI) was pitched as a cornerstone priority. India actively showcased its highly successful, scalable, and open-source ""India Stack"" (comprising digital identity via Aadhaar, fast payments via UPI, and data exchange networks) to the world as an inclusive model for driving global economic growth and financial inclusion.",polity
